Company,Reported_Amount,Extracted_Amount,Amount_Difference,Amount_Difference_Percentage,Reported_Round,Extracted_Round,Round_Match,Confidence_Score,Verification_Status,Matches,Mismatches,News_URL,Analysis_Date
MailTrack,2.4,2.4,0.0,0.0,SEED,Seed,True,1.0,verified,"amount, round_type",,https://techmoran.com/2021/12/09/ivorian-fintech-startup-cinetpay-secures-2-4m-seed-round-from-4dx-ventures-and-flutterwave-for-expansion/,2025-03-11 21:37:29
Zeitgeist,14.0,14.0,0.0,0.0,SEED,Not specified,False,0.5,unverified,amount,round_type,https://blog.zeitgeist.pm/zeitgeist-secures-14m-in-funding-to-build-prediction-market-ecosystem/,2025-03-11 21:37:29
Akewatu,1.65,,,,SEED,,False,0.0,unverified,,,https://www.leparisien.fr/economie/business/akewatu-la-plate-forme-en-ligne-qui-vend-les-planches-de-surf-des-champions-29-07-2021-IACASQSNABCJTL37JQDNG4FSVQ.php,2025-03-11 21:37:29
Popsa,11.88,,,,SERIES A,,False,0.0,unverified,,,https://www.maddyness.com/uk/2022/02/04/sustainable-activewear-rapid-delivery-and-web3-gaming-make-the-billing-on-this-weeks-maddymoney/,2025-03-11 21:37:29
Marefa Digital,0.0,,,,SEED,,False,0.0,unverified,,,https://mystartupworld.com/eight-startups-graduate-flat6labs-ignite-programme-in-abu-dhabi/,2025-03-11 21:37:29
KWOTA,1.65,1.5,0.1499999999999999,9.090909090909086,SEED,Pre-seed,False,0.5,unverified,amount,round_type,https://www.estvca.ee/news/change-ventures-leads-the-eur1-5m-pre-seed-investment-round-to-kwota,2025-03-11 21:37:29
Findependent,0.1375,,,,SEED,,False,0.0,unverified,,,https://www.startupticker.ch/en/news/die-hoehle-der-loewen-zwei-finanzierungen-unter-dach-und-fach,2025-03-11 21:37:29
Onex,0.12,,,,SEED,Pre-accelerator,False,0.0,unverified,,round_type,https://www.techstars.com/newsroom/announcing-techstars-riyadh-2022-the-12-companies,2025-03-11 21:37:29
Granode Materials,1.452145,,,,EARLY VC,,False,0.0,unverified,,,https://www.almi.se/almi-invest/nyheter/almi-invest-investerar-i-granode-materials-som-gor-batterierna-billigare-och-battre/,2025-03-11 21:37:29
ChargeNode,13.916392,115.0,101.083608,726.3636149369751,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.prnewswire.co.uk/news-releases/formica-capital-invests-115-msek-in-chargenode-887811317.html,2025-03-11 21:37:29
WineSpark,0.33,3.1,2.77,839.3939393939395,SEED,Seed,True,0.5,unverified,round_type,amount,https://www.irishtimes.com/business/2022/12/03/irish-online-wine-start-up-winespark-worth-31m-after-first-18-months/,2025-03-11 21:37:29
Leanspace,2.2,,,,SEED,,False,0.0,unverified,,,https://leanspace.io/blog/leanspace-emerges-from-stealth-to-digitalize-the-space-industry-via-the-cloud/,2025-03-11 21:37:29
OSHI,12.5,12.45,0.05000000000000071,0.40000000000000563,SEED,Seed Funding,False,0.5,unverified,amount,round_type,https://www.finsmes.com/2022/03/plantish-raises-12-45m-in-seed-funding.html,2025-03-11 21:37:29
Ento Labs,0.0,,,,SEED,,False,0.0,unverified,,,https://ento.ai/news/ento-labs-raises-3-6m/,2025-03-11 21:37:29
Magicave,0.0,6.4,6.4,,SEED,Not specified,False,0.0,unverified,,round_type,https://magicave.io/magicave-raises-6-4m-to-build-the-next-generation-of-digital-toys,2025-03-11 21:37:29
SeniorDomo,0.396,,,,SEED,,False,0.0,unverified,,,https://www.plantadoce.com/empresa/seniordomo-gana-musculo-para-crecer-abre-su-capital-a-invergy-b-side-y-archipelago-next.html,2025-03-11 21:37:29
Mtek,0.0,1.52,1.52,,SEED,Collaboration,False,0.0,unverified,,round_type,https://www.trustgro.com/news/press-release-1,2025-03-11 21:37:29
Mooevo,0.88,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://elreferente.es/startups/mooevo-abre-ronda-financiacion-fellow-funders-recaudar-800000/,2025-03-11 21:37:29
Fairown,4.62,4.2,0.41999999999999993,9.09090909090909,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,https://www.eu-startups.com/2021/11/estonian-fintech-startup-fairown-secures-e4-2million-empowering-companies-to-contribute-to-waste-reduction-and-conscious-consumption/,2025-03-11 21:37:29
kokono.green,0.85,,,,SEED,,False,0.0,unverified,,,https://www.thelabventures.com/portfolio/kokono,2025-03-11 21:37:29
Copresence,1.833334,,,,SEED,,False,0.0,unverified,,,https://www.venturelab.swiss/index.cfm?CFID=146549687&CFTOKEN=590cad05e0e147fb-F5990220-F9AC-C9F4-187B79F74EB3472F&page=137441,2025-03-11 21:37:29
Xaga Surgical,0.484048,4.0,3.515952,726.3643275047103,EARLY VC,Private offering,False,0.0,unverified,,"amount, round_type",https://news.smileincubator.com/posts/pressreleases/xaga-surgical-raises-sek-4-million,2025-03-11 21:37:29
CombinedX,15.0055,124.0,108.9945,726.3636666555597,LATE VC,Pre-IPO,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/combined-x-in-a-pre-ipo-sek-124-million-investment-deal-backed-by-spiltan-edastra-et-al/,2025-03-11 21:37:29
Proactive,2.933334,,,,SERIES C,Strategic alliance,False,0.0,unverified,,round_type,https://www.globenewswire.com/news-release/2021/10/25/2320039/0/en/Proactive-Group-Holdings-enters-strategic-alliance-with-Canaccord-Genuity-Group-Inc.html,2025-03-11 21:37:29
Youdge,5.5,,,,SERIES A,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-fevrier-2022/,2025-03-11 21:37:29
deskbird,1.5,,,,SEED,,False,0.0,unverified,,,https://www.deutsche-startups.de/2021/10/19/dealmonitor-19-10-2021/,2025-03-11 21:37:29
VersTrade,2.2,,,,SERIES A,,False,0.0,unverified,,,https://www.emerce.nl/nieuws/postnl-neemt-belang-online-foodmarktplaats-verstrade,2025-03-11 21:37:29
Floe Oral Care,0.468468,,,,SEED,,False,0.0,unverified,,,https://newsdirect.com/news/holland-and-barrett-backs-floe-oral-care-to-tackle-gum-disease-via-salivary-biomarkers-957473175,2025-03-11 21:37:29
ANKA marketplace,0.0,,,,SERIES A,,False,0.0,unverified,,,https://www.pymnts.com/news/b2b-payments/2021/anka-marketplace-shows-power-of-digital-to-take-african-businesses-global/,2025-03-11 21:37:29
NodThera,0.0,55.0,55.0,,SERIES B,Series B,True,1.0,verified,round_type,,https://european-biotechnology.com/up-to-date/latest-news/news/nodthera-bags-us55m-in-series-b-round.html,2025-03-11 21:37:29
Versantis,16.0,16.0,0.0,0.0,SERIES B,Series B,True,1.0,verified,"amount, round_type",,https://european-biotechnology.com/up-to-date/latest-news/news/versantis-raises-chf16m-in-series-b-financing.html,2025-03-11 21:37:29
Raspberry Pi,43.56,45.0,1.4399999999999977,3.3057851239669365,LATE VC,Not specified,False,0.5,unverified,amount,round_type,https://rb.ru/news/raspberry-pi/,2025-03-11 21:37:29
Paretos GmbH,3.5,,,,SEED,,False,0.0,unverified,,,https://www.deutsche-startups.de/2021/11/08/paretos-analyseprozesse/,2025-03-11 21:37:29
Vocsens,2.75,2.5,0.25,9.090909090909092,SEED,Not specified,False,0.5,unverified,amount,round_type,https://www.industrya.com/news/industryas-first-investment-vocsens-raises-eu2-5-million-to-deploy-its-environmental-camera-that-reveals-invisible-gas-molecules,2025-03-11 21:37:29
BeZero Carbon,2.64,17.0,14.36,543.9393939393939,SEED,Series A,False,0.0,unverified,,"amount, round_type",https://bezerocarbon.com/insights/scaling-carbon-markets,2025-03-11 21:37:29
Linearity,20.0,,,,SERIES A,EQT Ventures investment,False,0.0,unverified,,round_type,https://www.deutsche-startups.de/2021/07/01/dealmonitor-01-07-2021/,2025-03-11 21:37:29
Linearity,20.0,,,,SERIES A,EQT Ventures investment,False,1.0,verified,"amount, round_type",,https://www.deutsche-startups.de/2021/07/01/dealmonitor-01-07-2021/,2025-03-11 21:37:29
Linearity,20.0,,,,SERIES A,EQT Ventures investment,False,0.0,unverified,,round_type,https://www.deutsche-startups.de/2021/07/01/dealmonitor-01-07-2021/,2025-03-11 21:37:29
Linearity,5.5,5.0,0.5,9.090909090909092,SEED,Seed,True,0.0,unverified,,round_type,https://medium.com/vectornator/linearity-raises-5m-seed-round-led-by-hv-ventures-4854a48b80bf,2025-03-11 21:37:29
Linearity,5.5,5.0,0.5,9.090909090909092,SEED,Seed,True,1.0,verified,"amount, round_type",,https://medium.com/vectornator/linearity-raises-5m-seed-round-led-by-hv-ventures-4854a48b80bf,2025-03-11 21:37:29
Linearity,5.5,5.0,0.5,9.090909090909092,SEED,Seed,True,0.0,unverified,,round_type,https://medium.com/vectornator/linearity-raises-5m-seed-round-led-by-hv-ventures-4854a48b80bf,2025-03-11 21:37:29
Linearity,0.7,,,,SEED,Second financing round,False,0.0,unverified,,round_type,https://medium.com/vectornator/linearity-investment-cb282c660cb5,2025-03-11 21:37:29
Linearity,0.7,,,,SEED,Second financing round,False,1.0,verified,"amount, round_type",,https://medium.com/vectornator/linearity-investment-cb282c660cb5,2025-03-11 21:37:29
Linearity,0.7,,,,SEED,Second financing round,False,0.0,unverified,,round_type,https://medium.com/vectornator/linearity-investment-cb282c660cb5,2025-03-11 21:37:29
Infrascreen,0.1,,,,SEED,,False,0.0,unverified,,,https://www.photonics.com/Articles/Finalists_Announced_for_Round_4_of_Luminate_NY/a66802,2025-03-11 21:37:29
Jibu,0.1,,,,EARLY VC,,False,0.0,unverified,,,https://kepple-africa-ventures.com/home_eng#portfolio_eng,2025-03-11 21:37:29
Kvix,1.331133,11.0,9.668867,726.3637067069933,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://newsroom.notified.com/partnerinvest-press/posts/pressreleases/kvix-sakrar-finansiering-om-11-msek,2025-03-11 21:37:29
predge,4.235424,,,,LATE VC,Not specified,False,0.0,unverified,,round_type,https://fairpoint.se/predge-raises-new-capital-for-continued-growth/,2025-03-11 21:37:29
Joystream,0.1,,,,SEED,,False,0.0,unverified,,,https://arcticstartup.com/joystream-raised-d-5-85-m/,2025-03-11 21:37:29
Clearpool,3.0,,,,SEED,,False,0.0,unverified,,,https://www.hashkey.com/clearpool-raises-3m-to-build-decentralized-capital-markets-on-ethereum/,2025-03-11 21:37:29
Mines of Dalarnia,2.7,2.7,0.0,0.0,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,https://minesofdalarnia.medium.com/mines-of-dalarnia-raises-2-7m-usd-94e295fc721d,2025-03-11 21:37:29
ubloquity,2.376,,,,SEED,,False,0.0,unverified,,,https://syncni.com/article/10631/establishing-the-building-blocks-of-success,2025-03-11 21:37:29
Stepler,1.210121,10.0,8.789878999999999,726.3636446272727,EARLY VC,Angel investment round,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/stepler-in-a-sek-10-million-investment-round-backed-by-angel-investors-from-sweden/,2025-03-11 21:37:29
Oversonic,0.0,14.0,14.0,,SEED,Not specified,False,0.0,unverified,,round_type,https://bebeez.it/venture-capital/oversonic-robotics-chiude-aumento-di-capitale-guidato-da-fintel-e-vale-14-mln-euro/,2025-03-11 21:37:29
Sane,0.0,,,,SEED,,False,0.0,unverified,,,https://human.vc/portfolio/,2025-03-11 21:37:29
EFC Uganda,0.81873,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-2,2025-03-11 21:37:29
EFC Uganda,0.81873,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-2,2025-03-11 21:37:29
EFC Uganda,0.81873,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-2,2025-03-11 21:37:29
EFC Uganda,0.81873,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-2,2025-03-11 21:37:29
EFC Uganda,0.01771,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-ta,2025-03-11 21:37:29
EFC Uganda,0.01771,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-ta,2025-03-11 21:37:29
EFC Uganda,0.01771,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-ta,2025-03-11 21:37:29
EFC Uganda,0.01771,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-ta,2025-03-11 21:37:29
EFC Uganda,1.1,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda,2025-03-11 21:37:29
EFC Uganda,1.1,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda,2025-03-11 21:37:29
EFC Uganda,1.1,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda,2025-03-11 21:37:29
EFC Uganda,1.1,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda,2025-03-11 21:37:29
EFC Uganda,0.31449,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-1,2025-03-11 21:37:29
EFC Uganda,0.31449,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-1,2025-03-11 21:37:29
EFC Uganda,0.31449,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-1,2025-03-11 21:37:29
EFC Uganda,0.31449,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/efc-uganda-1,2025-03-11 21:37:29
alicia,0.0,,,,SEED,,False,0.0,unverified,,,https://mtsprout.nl/startups-scaleups/alicia-verzekert-zzpers-embedded-via-temper-knab-en-andere-platformen,2025-03-11 21:37:29
Redzinc Services,0.40117,,,,SEED,,False,0.0,unverified,,,https://www.sparkcrowdfunding.com/campaign/redzinc,2025-03-11 21:37:29
Biotangents,1.584,2.2,0.6160000000000001,38.88888888888889,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.scottish-enterprise-mediacentre.com/news/scottish-biotech-company-secures-gbp-2-2m-to-accelerate-rapid-disease-detection-technology,2025-03-11 21:37:29
Ella,0.726073,,,,SEED,,False,0.0,unverified,,,https://arcticstartup.com/ella-closed-over-e-450-k/,2025-03-11 21:37:29
Carmoola,2.904,27.0,24.096,829.7520661157025,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.finextra.com/pressarticle/92224/motor-finance-startup-carmoola-fuels-up-with-27-million-in-funding,2025-03-11 21:37:29
Sona,2.2,2.2,0.0,0.0,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,https://www.uktech.news/news/sona-raises-2-2m-for-its-next-gen-employee-app-dedicated-to-frontline-workers-20210810,2025-03-11 21:37:29
Time-travelling Milkman,0.6105,,,,SEED,,False,0.0,unverified,,,https://www.foodingredientsfirst.com/news/alt-dairy-time-travelling-milkman-laps-up-funding-poised-to-scale-plant-based-fat-ingredient.html,2025-03-11 21:37:29
Endel,0.0,,,,SERIES B,,False,0.0,unverified,,,https://www.aboutamazon.com/news/devices/creating-a-new-world-of-personalized-music-through-ai,2025-03-11 21:37:29
Conte.ai (Formerly Contenive or Postoplan),1.5,20.0,18.5,1233.3333333333335,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://rb.ru/news/ocenka-postoplan-20-mln/,2025-03-11 21:37:29
KONTA,0.22,2.0,1.78,809.0909090909091,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://leseco.ma/business/startups-konta-leve-2mdh-aupres-de-witamax-one.html,2025-03-11 21:37:29
21bitcoin,0.3245,,,,SEED,,False,0.0,unverified,,,https://brutkasten.com/21bitcoin-wir-moechten-nicht-das-naechste-krypto-casino-werden/,2025-03-11 21:37:29
seventhings,0.0,,,,SEED,,False,0.0,unverified,,,https://blog.itexia.com/de/press-releases/erfolgreiche-finanzierungsrunde-f%C3%BCr-itexia-11-2021,2025-03-11 21:37:29
BTP,2.64,2.0,0.6400000000000001,24.242424242424246,SEED,Seed,True,0.5,unverified,round_type,amount,https://medium.com/blockchaintp/blockchain-technology-partners-raises-2-million-seed-round-led-by-force-over-mass-and-signature-865e346ece10,2025-03-11 21:37:29
Icoatmedical,4.840484,40.0,35.159515999999996,726.3636446272727,LATE VC,Pre-IPO,False,0.0,unverified,,"amount, round_type",https://www.icoatmedical.com/en/icoat-medical-has-successfully-raised-40-msek-in-a-pre-ipo-to-fund-its-upcoming-first-in-human-trial/,2025-03-11 21:37:29
Linkup,0.594,445.0,444.406,74815.82491582492,SEED,Seed,True,0.5,unverified,round_type,amount,https://www.uktech.news/tech-hubs/the-north-of-england/manchester/linkup-funding-pre-seed-20220729,2025-03-11 21:37:29
ServisSoft,4.125,4.1,0.025000000000000355,0.6060606060606146,SEED,Follow-on investment,False,0.5,unverified,amount,round_type,https://egirisim.com/2021/07/26/servissoft-yeni-turda-hande-enes-ve-mert-utancaktan-4-1-milyon-dolar-degerleme-uzerinden-devam-yatirim-aldi/,2025-03-11 21:37:29
Simusolar,1.5,,,,EARLY VC,,False,0.0,unverified,,,https://www.electrifi.eu/project/simusolar-inc/,2025-03-11 21:37:29
Faveeo,0.0,,,,SERIES B,Series B,True,1.0,verified,round_type,,https://www.vischer.com/en/knowledge/deals-cases/faveeo-sa-schliesst-serie-b-finanzierungsrunde-ab-39081/,2025-03-11 21:37:29
Nanolyze,1.331133,,,,EARLY VC,,False,0.0,unverified,,,https://www.almi.se/almi-invest/nyheter/almi-invest-investerar-i-nanoanalysforetaget-nanolyze/,2025-03-11 21:37:29
Myrspoven,6.292629,52.0,45.707371,726.3636708917688,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/myrspoven-raised-sek-52-million-from-m2-asset-management-and-angel-investors-johan-dennelind-and-carl-aspenberg/,2025-03-11 21:37:29
Myrspoven,6.292629,52.0,45.707371,726.3636708917688,LATE VC,Not specified,False,0.0,unverified,,round_type,https://nordic9.com/news/myrspoven-raised-sek-52-million-from-m2-asset-management-and-angel-investors-johan-dennelind-and-carl-aspenberg/,2025-03-11 21:37:29
Myrspoven,1.452145,,,,EARLY VC,Capital investment,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/myrspoven-added-capital-investment-from-klovern-ab-news4653463637/,2025-03-11 21:37:29
Myrspoven,1.452145,,,,EARLY VC,Capital investment,False,0.0,unverified,,round_type,https://nordic9.com/news/myrspoven-added-capital-investment-from-klovern-ab-news4653463637/,2025-03-11 21:37:29
Mindmore,1.39164,11.5,10.10836,726.3631398925008,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/mindmore-secures-sek-115-million-from-svanberg-co-almi-and-laurent-leksell/,2025-03-11 21:37:29
Froots,0.88,,,,SEED,,False,0.0,unverified,,,https://www.fondsprofessionell.at/news/unternehmen/headline/ex-erste-chef-treichl-beteiligt-sich-an-wertpapierfirma-208906/,2025-03-11 21:37:29
Bumbee Labs,2.541254,21.0,18.458746,726.3636771452205,SERIES A,Not specified,False,0.0,unverified,,"amount, round_type",https://finansavisen.no/nyheter/teknologi/2021/06/20/7691233/norske-tungvektere-inn-i-svensk-dataanalyse-selskapet-bumbee-labs,2025-03-11 21:37:29
African Guarantee Fund,20.0,20.0,0.0,0.0,LATE VC,Not specified,False,0.5,unverified,amount,round_type,https://www.agenceecofin.com/finance/1905-88343-le-fonds-africain-de-garantie-obtient-une-facilite-de-20-millions-pour-des-entreprises-vertes-en-afrique,2025-03-11 21:37:29
Hilltop Leaf,2.64,2.0,0.6400000000000001,24.242424242424246,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.eladvertiser.co.uk/cannabis-oil-company-raises-2m-to-sell-shares/,2025-03-11 21:37:29
Cypher Coders,1.04016,492.0,490.95984,47200.41532071989,SEED,Seed,True,0.5,unverified,round_type,amount,https://www.eu-startups.com/2021/09/coding-school-cypher-raises-e492k-to-help-kids-learn-coding-and-understand-healthy-screen-time/,2025-03-11 21:37:29
PeekMed,3.3,3.0,0.2999999999999998,9.090909090909086,SERIES A,Series A,True,1.0,verified,"amount, round_type",,https://blog.peekmed.com/peekmed-series-a,2025-03-11 21:37:29
MoonLake Immunotherapeutics,0.0,,,,SERIES A,,False,0.0,unverified,,,https://www.startupticker.ch/en/news/a-newly-launched-biotech-start-up-with-impressive-study-results-in-the-lancet,2025-03-11 21:37:29
Elstor,4.4,,,,SEED,Climate Fund investment decision,False,0.0,unverified,,round_type,https://www.ilmastorahasto.fi/en/funding-targets/elstor/,2025-03-11 21:37:29
Hopon,4.5,4.5,0.0,0.0,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,"https://www.calcalistech.com/ctech/articles/0,7340,L-3908606,00.html",2025-03-11 21:37:29
